Date,Open,High,Low,Close,Adj Close,Volume
2015-07-27,41600.000000,44350.000000,41600.000000,43650.000000,43650.000000,2234888
2015-07-28,43050.000000,44500.000000,42450.000000,43050.000000,43050.000000,2269314
2015-07-29,43150.000000,43400.000000,42300.000000,42750.000000,42750.000000,968587
2015-07-30,42700.000000,44350.000000,42250.000000,43850.000000,43850.000000,1427969
2015-07-31,43700.000000,44300.000000,43500.000000,43900.000000,43900.000000,985005
2015-08-03,43800.000000,43950.000000,42000.000000,42350.000000,42350.000000,1341221
2015-08-04,42500.000000,43650.000000,42200.000000,42750.000000,42750.000000,673407
2015-08-05,43250.000000,43600.000000,42800.000000,43150.000000,43150.000000,507702
2015-08-06,43700.000000,43800.000000,42300.000000,42450.000000,42450.000000,1007692
2015-08-07,42500.000000,42500.000000,41500.000000,41900.000000,41900.000000,600734
2015-08-10,41700.000000,42550.000000,41350.000000,41950.000000,41950.000000,631557
2015-08-11,42000.000000,42800.000000,41900.000000,41950.000000,41950.000000,556415
2015-08-12,42300.000000,45650.000000,41950.000000,44200.000000,44200.000000,2753171
2015-08-13,44300.000000,45000.000000,43400.000000,44050.000000,44050.000000,1286769
2015-08-14,44050.000000,44050.000000,44050.000000,44050.000000,44050.000000,0
2015-08-17,44100.000000,44800.000000,43350.000000,43750.000000,43750.000000,963841
2015-08-18,44200.000000,45450.000000,43750.000000,45050.000000,45050.000000,1134223
2015-08-19,44650.000000,46900.000000,44650.000000,46700.000000,46700.000000,1931068
2015-08-20,46750.000000,47100.000000,44700.000000,46500.000000,46500.000000,1652142
2015-08-21,45000.000000,46400.000000,45000.000000,46000.000000,46000.000000,1585828
2015-08-24,45700.000000,46700.000000,44300.000000,45350.000000,45350.000000,1434189
2015-08-25,45400.000000,49200.000000,45400.000000,47550.000000,47550.000000,3032508
2015-08-26,47950.000000,49150.000000,47700.000000,48800.000000,48800.000000,2281032
2015-08-27,49200.000000,49300.000000,48150.000000,48550.000000,48550.000000,1650235
2015-08-28,48000.000000,48300.000000,46900.000000,47600.000000,47600.000000,1580892
2015-08-31,47200.000000,48700.000000,46500.000000,48700.000000,48700.000000,1527321
2015-09-01,48100.000000,48500.000000,47750.000000,48050.000000,48050.000000,745986
2015-09-02,47200.000000,50000.000000,47200.000000,49600.000000,49600.000000,2419619
2015-09-03,49600.000000,50000.000000,49150.000000,49400.000000,49400.000000,1259489
2015-09-04,49400.000000,49600.000000,48650.000000,48950.000000,48950.000000,929879
2015-09-07,49000.000000,50300.000000,48950.000000,49800.000000,49800.000000,971114
2015-09-08,50200.000000,50800.000000,49500.000000,50600.000000,50600.000000,1149467
2015-09-09,50600.000000,51000.000000,49550.000000,50400.000000,50400.000000,1175828
2015-09-10,50400.000000,51100.000000,49950.000000,51100.000000,51100.000000,1458399
2015-09-11,51100.000000,51500.000000,49950.000000,50200.000000,50200.000000,1175857
2015-09-14,50400.000000,50900.000000,49250.000000,50800.000000,50800.000000,1017335
2015-09-15,51300.000000,52000.000000,51100.000000,51800.000000,51800.000000,1229255
2015-09-16,52000.000000,53000.000000,51400.000000,52900.000000,52900.000000,1609137
2015-09-17,53000.000000,53000.000000,51800.000000,52700.000000,52700.000000,1332287
2015-09-18,52900.000000,52900.000000,51500.000000,52400.000000,52400.000000,1213937
2015-09-21,52300.000000,52300.000000,51000.000000,51400.000000,51400.000000,816178
2015-09-22,52300.000000,54000.000000,52200.000000,53000.000000,53000.000000,1681671
2015-09-23,52900.000000,53700.000000,51200.000000,51200.000000,51200.000000,1382825
2015-09-24,51700.000000,52600.000000,51000.000000,51200.000000,51200.000000,1043874
2015-09-25,51600.000000,52600.000000,51500.000000,51500.000000,51500.000000,1061010
2015-09-30,50500.000000,53600.000000,50400.000000,53600.000000,53600.000000,1462606
2015-10-01,53600.000000,54300.000000,53200.000000,53600.000000,53600.000000,814827
2015-10-02,54300.000000,54400.000000,53000.000000,53700.000000,53700.000000,1044710
2015-10-05,53900.000000,54300.000000,51900.000000,52500.000000,52500.000000,928153
2015-10-06,52900.000000,53000.000000,49600.000000,50800.000000,50800.000000,2467660
2015-10-07,49900.000000,51700.000000,49750.000000,51500.000000,51500.000000,1091215
2015-10-08,52000.000000,52700.000000,51200.000000,52500.000000,52500.000000,810687
2015-10-12,52900.000000,53000.000000,51100.000000,51500.000000,51500.000000,1063988
2015-10-13,51800.000000,53800.000000,51700.000000,53400.000000,53400.000000,1247924
2015-10-14,53900.000000,54400.000000,53000.000000,54200.000000,54200.000000,1260930
2015-10-15,54300.000000,54500.000000,53100.000000,54200.000000,54200.000000,991578
2015-10-16,54200.000000,54500.000000,51700.000000,52700.000000,52700.000000,1497297
2015-10-19,52700.000000,53600.000000,52600.000000,53100.000000,53100.000000,546970
2015-10-20,53900.000000,54300.000000,53700.000000,54100.000000,54100.000000,1031329
2015-10-21,54400.000000,54600.000000,53500.000000,53800.000000,53800.000000,548024
2015-10-22,53400.000000,54500.000000,53200.000000,54500.000000,54500.000000,881090
2015-10-23,54600.000000,55500.000000,53300.000000,53500.000000,53500.000000,1531081
2015-10-26,53700.000000,54800.000000,53700.000000,54600.000000,54600.000000,837088
2015-10-27,54900.000000,55300.000000,54000.000000,55100.000000,55100.000000,1037136
2015-10-28,55500.000000,55500.000000,54100.000000,54800.000000,54800.000000,762999
